@relation Weather

@attribute DateTime date 'yyyy-MM-dd\'T\'HH:mm:ss'
@attribute Tempature numeric
@attribute Humidity numeric
@attribute Preasure numeric
@attribute Description {Clear,'Partly cloudy',Overcast,Drizzle,'Shower In Vicinity','Light Rain Shower, Rain Shower','Light Rain','Patchy rain possible','Light Rain, Mist','Shallow Fog','Patches Of Fog',Mist,Sunny,Fog,'Shallow Fog, Mist',Rain,'Light Rain, Rain','Heavy Drizzle, Rain','Heavy Drizzle, Haze, Light Rain Shower','Rain Shower','Light Rain, Rain Shower','Shower In Vicinity, Rain Shower','Rain, Light Rain Shower, Rain Shower','Light Drizzle','Light Rain Shower','Rain, Light Rain, Rain Shower','Light Drizzle, Rain','Light Drizzle, Rain Shower','Rain, Mist, Light Rain Shower','Rain, Haze, Rain Shower','Rain, Haze','Light Rain, Rain Shower, Heavy Rain','Heavy Rain','Drizzle, Heavy Rain','Light Rain, Heavy Rain','Rain, Heavy Rain','Mist, Heavy Rain Shower','Heavy Rain Shower','Rain With Thunderstorm','Light rain shower','Rain, Light Rain','Shallow Mist','Light Rain, Fog','Shallow Fog, Fog','Rain Shower, Light Rain Shower','Patches Of Fog, Fog','Fog, Mist'}
@attribute Rain numeric
@attribute 'Wind Speed' numeric
@attribute 'Wind Direction ' numeric
@attribute Visibility numeric
@attribute 'Cloud Cover' numeric
@attribute 'Feels Like' numeric
@attribute UV numeric
@attribute 'Outside Temp' numeric

@data
2019-04-08T17:00:47,32.8,41.6,1016.4,'Partly cloudy',0,28,210,10,25,18,5,18
2019-04-08T18:00:38,32.1,41.5,1017.1,'Partly cloudy',0,28,200,10,50,18,5,18
2019-04-08T19:00:38,31.2,44.2,1017.4,Clear,0,22,210,10,0,17,0,17
2019-04-08T20:00:39,30.6,42.3,1017.9,Clear,0,19,220,10,0,17,0,17
2019-04-08T21:00:43,30.8,41.8,1018.3,Clear,0,19,210,10,0,17,0,17
2019-04-08T22:00:38,30.7,43.3,1018.6,Clear,0,19,210,10,0,17,0,17
2019-04-08T23:00:38,29.7,42.7,1018.9,Clear,0,20,210,10,0,17,0,17
2019-04-09T00:00:38,29.2,43.4,1019.1,'Partly cloudy',0,19,200,10,25,17,0,17
2019-04-09T01:00:37,28.5,43.7,1019.1,Clear,0,22,210,10,0,17,0,17
2019-04-09T02:00:38,28,43.7,1019.2,Clear,0,22,210,10,0,17,0,17
2019-04-09T03:00:38,27.5,44.1,1019.5,Clear,0,20,200,10,0,16,0,16
2019-04-09T04:00:37,27.1,43.5,1019.5,Clear,0,9,170,10,0,15,0,15
2019-04-09T05:00:38,26.4,43.8,1020,Clear,0,4,160,10,0,15,0,14
2019-04-09T06:00:39,25.8,43.6,1020.6,'Partly cloudy',0,2,10,10,50,13,0,13
2019-04-09T07:00:38,26,44.6,1020.8,Sunny,0,6,30,10,0,11,4,11
2019-04-09T08:00:37,26,44.4,1021,'Partly cloudy',0,4,70,10,25,13,4,13
2019-04-09T09:00:37,27.1,45.5,1020.9,Sunny,0,6,120,10,0,15,5,15
2019-04-09T10:00:38,28.5,45.7,1020.9,Sunny,0,6,140,10,0,17,5,17
2019-04-09T11:00:37,29.7,43.9,1021,Sunny,0,7,190,10,0,18,5,18
2019-04-09T12:00:37,31.2,43.5,1020.5,Sunny,0,13,230,10,0,20,6,20
2019-04-09T13:00:37,32.7,45.4,1020.2,Sunny,0,13,230,10,0,20,6,20
2019-04-09T14:00:38,33.9,41.9,1019.9,Sunny,0,22,230,10,0,20,6,20
2019-04-09T15:00:37,33.9,42.1,1019.8,Sunny,0,22,230,10,0,21,6,21
2019-04-09T16:00:38,34.3,39.4,1020.1,Sunny,0,20,220,10,0,20,6,20
2019-04-09T17:00:38,34,41.6,1020,Sunny,0,22,220,10,0,19,5,19
2019-04-09T18:00:38,33.3,42.4,1020.2,'Partly cloudy',0,20,230,10,75,19,5,19
2019-04-09T19:00:38,32,42.7,1020.1,Clear,0,19,240,10,0,17,0,17
2019-04-09T20:00:39,32.7,42.6,1020.1,Clear,0,11,240,10,0,16,0,16
2019-04-09T21:00:40,32.2,42.3,1020.5,Clear,0,11,240,10,0,14,0,15
2019-04-09T22:00:39,31.3,43.2,1020.6,Clear,0,7,280,10,0,14,0,14
2019-04-09T23:00:40,30,43.7,1020.6,Clear,0,9,280,10,0,15,0,15
2019-04-10T00:00:40,28.9,43.9,1020.5,Clear,0,11,290,10,0,14,0,15
2019-04-10T01:00:40,28.2,43.7,1020.3,'Partly cloudy',0,9,290,10,75,15,0,15
2019-04-10T02:00:38,27.6,43.5,1020.1,Clear,0,4,360,10,0,15,0,14
2019-04-10T03:00:42,26.9,43.6,1019.4,Clear,0,6,360,10,0,13,0,13
2019-04-10T04:00:39,26.3,43.7,1019.3,Clear,0,6,330,10,0,13,0,13
2019-04-10T05:00:39,25.6,43.4,1019.4,Clear,0,7,360,10,0,12,0,12
2019-04-10T06:00:43,25.3,43.3,1019.7,Clear,0,6,10,10,0,11,0,11
2019-04-10T07:00:38,25.4,44.9,1019.7,Sunny,0,2,60,10,0,11,4,11
2019-04-10T08:00:38,25.6,44.5,1019.9,Sunny,0,7,20,10,0,12,4,12
2019-04-10T09:00:38,26.7,44.1,1019.9,Sunny,0,9,330,10,0,16,5,16
2019-04-10T10:00:39,28.2,45.8,1019.3,Sunny,0,11,340,10,0,18,5,18
2019-04-10T11:00:38,29.8,46.8,1019,Sunny,0,9,320,10,0,20,6,20
2019-04-10T12:00:36,31.8,46,1018.6,Sunny,0,7,270,10,0,21,6,21
2019-04-10T13:00:37,32.9,45.2,1018,Sunny,0,7,270,10,0,21,6,21
2019-04-10T14:00:37,34.1,43.2,1017.2,Sunny,0,9,180,10,0,21,6,21
2019-04-10T15:00:37,34.7,43.4,1017.1,'Partly cloudy',0,11,210,10,50,21,6,21
2019-04-10T16:00:38,35.2,41.8,1016.8,'Partly cloudy',0,11,210,10,25,21,6,21
2019-04-10T17:00:37,34.9,41.1,1016.5,Sunny,0,13,240,10,0,20,6,20
2019-04-10T18:00:38,33.7,41.2,1016.7,Overcast,0,13,250,10,100,20,5,20
2019-04-10T19:00:37,33.6,42.6,1016.6,'Partly cloudy',0,13,290,10,75,19,0,19
2019-04-10T20:00:37,32.7,43,1016.3,Clear,0,9,310,10,0,18,0,18
2019-04-10T21:00:37,32.4,42.6,1016.1,Clear,0,6,340,10,0,16,0,16
2019-04-10T22:00:38,31.7,42.3,1016.2,Clear,0,6,350,10,0,16,0,16
2019-04-10T23:00:37,30.1,43.7,1015.9,'Partly cloudy',0,9,340,10,75,15,0,15
2019-04-11T00:00:38,29.1,44.1,1015.1,'Partly cloudy',0,6,360,10,50,14,0,14
2019-04-11T01:00:37,28.4,44.1,1014.9,'Partly cloudy',0,9,340,10,25,14,0,14
2019-04-11T02:00:37,27.5,44.3,1014.6,'Partly cloudy',0,9,330,10,50,14,0,14
2019-04-11T03:00:38,27.2,43.9,1013.7,Clear,0,9,360,10,0,14,0,14
2019-04-11T04:00:39,26.5,44,1013,Clear,0,7,20,10,0,13,0,13
2019-04-11T05:00:39,26.3,43,1012.3,'Partly cloudy',0,11,360,10,75,14,0,15
2019-04-11T06:00:38,26.1,43.7,1012.1,Overcast,0,13,20,10,100,16,0,16
2019-04-11T07:00:47,26.6,45,1011.8,Overcast,0,7,360,10,100,16,4,16
2019-04-11T08:00:37,26.9,44.4,1011.8,Overcast,0,13,30,10,100,17,4,17
2019-04-11T09:00:38,27.5,45.8,1011.4,'Rain Shower',0,19,10,10,75,18,4,18
2019-04-11T10:00:37,28,45.6,1011,'Light Drizzle, Rain Shower',0.1,22,350,10,75,19,4,19
2019-04-11T11:00:38,28.1,45.9,1009.5,'Light Rain, Rain Shower',0.3,15,340,10,75,18,4,18
2019-04-11T12:00:38,29.5,48,1008.4,'Light Rain',0.3,11,20,10,75,16,4,16
2019-04-11T13:00:38,31.3,48.9,1007.4,'Light Rain',3,11,20,10,75,16,4,16
2019-04-11T14:00:37,31.4,47.6,1007.3,'Rain Shower',2,31,330,10,75,21,5,21
2019-04-11T15:00:38,31.7,45.9,1006.7,'Rain, Mist, Light Rain Shower',3.6,33,270,4,100,16,4,16
2019-04-11T16:00:38,31.6,45.9,1006.9,'Shower In Vicinity, Rain Shower',5.3,28,290,10,75,17,4,17
2019-04-11T17:00:37,31.4,45.7,1007.4,'Partly cloudy',4.5,39,260,10,75,17,5,17
2019-04-11T18:00:38,30.7,45.3,1007.2,'Shower In Vicinity',3.6,35,250,10,25,17,4,17
2019-04-11T19:00:38,30.2,43.4,1007.9,'Rain Shower',2.8,19,300,10,25,16,0,16
2019-04-11T20:00:37,30.5,46.4,1008.6,'Light Rain, Rain Shower',3.2,31,270,10,75,13,0,15
2019-04-11T21:00:38,30.2,45.1,1008.7,'Rain Shower',3.3,20,280,10,25,14,0,15
2019-04-11T22:00:38,30.2,45.1,1008.9,'Rain, Haze, Rain Shower',2.3,30,280,5,75,12,0,14
2019-04-11T23:00:38,29.8,44.1,1009.4,'Rain Shower',2.3,37,260,10,37,16,0,16
2019-04-12T00:00:37,28.9,45.1,1009,'Light Rain, Rain Shower',0.4,24,290,10,75,13,0,15
2019-04-12T01:00:37,28.4,45.3,1009.2,'Rain, Haze',0.4,37,250,5,50,13,0,15
2019-04-12T02:00:38,27.9,45.2,1009.3,'Light Rain, Rain Shower',0.9,31,250,10,75,13,0,15
2019-04-12T03:00:38,27.8,45.3,1008.8,'Rain Shower',0.9,31,250,10,75,16,0,16
2019-04-12T04:00:38,27.7,44.8,1008.6,'Light Rain, Rain Shower',0.6,33,250,10,75,16,0,16
2019-04-12T05:00:38,27.5,44.7,1008.7,'Partly cloudy',0.4,35,240,10,50,16,0,16
2019-04-12T06:00:38,27.6,44.6,1009.2,'Partly cloudy',0.1,33,250,10,75,17,0,17
2019-04-12T07:00:38,27.5,44.8,1009.8,'Partly cloudy',0.1,33,240,10,25,16,5,16
2019-04-12T08:00:38,27.7,45.1,1010.4,'Partly cloudy',0.2,28,250,10,75,16,5,16
2019-04-12T09:00:38,28.9,44.5,1010.9,'Shower In Vicinity, Rain Shower',0.1,26,250,10,75,17,4,17
2019-04-12T10:00:37,29.5,46.2,1011,'Rain Shower',0.1,31,250,10,50,18,4,18
2019-04-12T11:00:38,30.4,46,1010.8,'Rain Shower',0.1,22,240,10,100,17,4,17
2019-04-12T12:00:37,31.5,46.7,1011.1,'Light Rain, Rain Shower',0.1,24,240,10,50,18,4,18
2019-04-12T13:00:37,32.4,45.6,1010.6,'Light Rain, Rain Shower',0.1,24,240,10,50,18,4,18
2019-04-12T14:00:37,32.8,44.5,1010.4,'Rain Shower',0.3,33,230,10,50,19,4,19
2019-04-12T15:00:37,33.3,45.4,1010.3,'Shower In Vicinity',0.6,28,240,10,75,18,4,18
2019-04-12T16:00:38,32.8,46.6,1010.7,'Shower In Vicinity, Rain Shower',0.6,20,220,10,75,17,4,17
2019-04-12T17:00:38,32.6,44.6,1010.8,'Shower In Vicinity, Rain Shower',0.5,20,220,10,50,17,4,17
2019-04-12T18:00:38,31.3,44.5,1011,'Shower In Vicinity',0.2,26,220,10,75,17,0,17
2019-04-12T19:00:38,32.2,47.4,1011.7,Clear,0.2,15,210,10,0,16,0,16
2019-04-12T20:00:38,32.5,44.4,1012.2,'Partly cloudy',0.2,20,220,10,25,16,0,16
2019-04-12T21:00:37,31.7,44.2,1012.8,Clear,0.3,17,220,10,0,16,0,16
2019-04-12T22:00:37,31.3,43.6,1013.1,Clear,0.2,15,250,10,0,14,0,15
2019-04-12T23:00:37,30.1,44.3,1013.3,Overcast,0.1,17,220,10,100,16,0,16
2019-04-13T00:00:38,29.2,45,1013.4,'Partly cloudy',0,6,200,10,50,14,0,14
2019-04-13T01:00:38,28.6,44.3,1013.6,'Partly cloudy',0,9,180,10,75,14,0,14
2019-04-13T02:00:37,28,45.1,1013.9,Clear,0,9,170,10,0,12,0,13
2019-04-13T03:00:39,27.3,45.3,1014.3,Clear,0,9,160,10,0,12,0,13
2019-04-13T04:00:37,26.6,44.3,1014.4,Clear,0,13,150,10,0,12,0,13
2019-04-13T05:00:38,26.2,44.1,1014.9,Clear,0,17,150,10,0,10,0,12
2019-04-13T06:00:38,25.8,44.5,1015.4,'Partly cloudy',0,19,150,10,25,10,0,12
2019-04-13T07:00:38,25.8,44.9,1016,Sunny,0,15,150,10,0,10,4,12
2019-04-13T08:00:38,25.6,45.1,1016.8,Sunny,0,13,170,10,0,11,4,12
2019-04-13T09:00:37,26.4,44.6,1017.3,Sunny,0,13,160,10,0,12,4,13
2019-04-13T10:00:39,27.5,43.2,1017.4,Sunny,0,19,160,10,0,12,4,14
2019-04-13T11:00:37,28.7,41.9,1017.4,Sunny,0,17,160,10,0,14,5,15
2019-04-13T12:00:38,30,41.6,1017.1,Sunny,0,11,170,10,0,14,5,15
2019-04-13T13:00:48,31.1,39.4,1016.4,Sunny,0,11,170,10,0,14,5,15
2019-04-13T14:00:37,31.8,34.5,1015.9,Sunny,0,22,220,10,0,17,5,17
2019-04-13T15:00:37,31.8,37.7,1015.8,Sunny,0,26,210,10,0,17,5,17
2019-04-13T16:00:38,31.5,35.3,1015.9,Sunny,0,24,200,10,0,16,5,16
2019-04-13T17:00:38,31.8,37.3,1016.1,Sunny,0,24,200,10,0,16,5,16
2019-04-13T18:00:39,31.9,40.4,1016.2,Sunny,0,26,200,10,0,16,0,16
2019-04-13T19:00:37,31.3,40.8,1016.7,Clear,0,22,190,10,0,14,0,15
2019-04-13T20:00:37,29.9,39.7,1017.1,Clear,0,19,190,10,0,12,0,14
2019-04-13T21:00:38,29.4,40.3,1017.7,Clear,0,13,200,10,0,13,0,14
2019-04-13T22:00:37,29.4,40.2,1017.7,Clear,0,7,200,10,0,13,0,13
2019-04-13T23:00:40,28.3,39.5,1017.8,Clear,0,7,180,10,0,12,0,12
2019-04-14T00:00:38,26.4,40.9,1017.8,Clear,0,7,150,10,0,9,0,10
2019-04-14T01:00:39,25.6,41.4,1018.2,Clear,0,6,130,10,0,9,0,10
2019-04-14T02:00:38,24.5,41.2,1018.2,Clear,0,7,160,10,0,9,0,10
2019-04-14T03:00:37,24.1,41.4,1017.7,Clear,0,6,130,10,0,9,0,10
2019-04-14T04:00:38,23.3,41.3,1017.5,Clear,0,6,10,10,0,7,0,8
2019-04-14T05:00:38,22.6,41.4,1017.7,Clear,0,4,360,10,0,9,0,9
2019-04-14T06:00:38,22.4,41.6,1017.6,Clear,0,4,360,10,0,9,0,9
2019-04-14T07:00:37,22.1,42,1017.6,'Partly cloudy',0,6,30,10,75,7,3,8
2019-04-14T08:00:38,22.2,41.4,1018,'Partly cloudy',0,9,350,10,50,9,4,10
2019-04-14T09:00:38,22.9,42.7,1018.4,'Partly cloudy',0,6,10,10,25,12,4,12
2019-04-14T10:00:37,24.7,44.4,1018.3,'Partly cloudy',0,2,250,10,50,16,5,16
2019-04-14T11:00:38,26.7,46.3,1018.1,Sunny,0,9,230,10,0,17,5,17
2019-04-14T12:00:38,28.6,45.3,1017.9,'Partly cloudy',0,13,230,10,75,18,5,18
2019-04-14T13:00:38,29.6,46.5,1017.7,'Partly cloudy',0,13,230,10,75,18,5,18
2019-04-14T14:00:37,30.5,45,1017.4,'Partly cloudy',0.1,31,200,10,75,16,5,16
2019-04-14T15:00:37,31.2,44.2,1017,'Partly cloudy',0.1,19,230,10,75,17,5,17
2019-04-14T16:00:38,31.7,43.6,1016.9,'Partly cloudy',0.1,20,220,10,75,18,5,18
2019-04-14T17:00:39,31.7,42.2,1016.9,'Partly cloudy',0.1,20,210,10,50,19,5,19
2019-04-14T18:00:39,31.8,45.4,1017.2,Clear,0.1,24,220,10,0,18,0,18
2019-04-14T19:00:37,31.6,43.3,1017.7,'Partly cloudy',0.1,19,220,10,50,17,0,17
2019-04-14T20:00:38,30.7,42.2,1018.2,Clear,0.3,9,200,10,0,15,0,15
2019-04-14T21:00:38,30.1,43.3,1018.8,Clear,0.3,11,200,10,0,14,0,15
2019-04-14T22:00:38,29.6,43.4,1019.1,Clear,0.2,9,200,10,0,15,0,15
2019-04-14T23:00:37,28.4,43.2,1019.2,Clear,0.2,9,200,10,0,15,0,15
2019-04-15T00:00:37,27.2,43.7,1019.3,Clear,0,4,120,10,0,13,0,13
2019-04-15T01:00:37,26.3,45.4,1019.8,Clear,0,6,50,10,0,12,0,12
2019-04-15T02:00:38,25.6,43.9,1020,Clear,0,6,360,10,0,11,0,11
2019-04-15T03:00:38,25,43.6,1019.7,Clear,0,6,120,10,0,11,0,11
2019-04-15T04:00:38,24.6,43.6,1019.7,Clear,0,6,110,10,0,11,0,11
2019-04-15T05:00:38,23.9,43.5,1020,Clear,0,6,130,10,0,11,0,11
2019-04-15T06:00:38,23.1,43.8,1020.4,Clear,0,6,120,10,0,11,0,11
2019-04-15T07:00:38,23.2,44.3,1021,Sunny,0,6,110,10,0,11,4,11
2019-04-15T08:00:37,23.7,43.6,1021.6,Sunny,0,6,130,10,0,11,4,11
2019-04-15T09:00:38,24.7,44.4,1022,Sunny,0,7,120,10,0,13,4,13
2019-04-15T10:00:37,26.1,46.1,1022.2,Sunny,0,7,130,10,0,15,5,15
2019-04-15T11:00:39,27.9,46.7,1022.3,Sunny,0,7,160,10,0,15,5,15
2019-04-15T12:00:37,29.4,46.7,1022.1,Sunny,0,9,190,10,0,18,5,18
2019-04-15T13:00:37,30.5,46.5,1021.3,Sunny,0,9,190,10,0,18,5,18
2019-04-15T14:00:37,31.5,45,1021.1,Sunny,0,13,210,10,0,19,5,19
2019-04-15T15:00:38,31.9,42.4,1020.9,'Partly cloudy',0,5,77,20,45,19,5,19
2019-04-15T16:00:38,32.4,43.5,1020.9,Sunny,0,19,230,10,0,19,5,19
2019-04-15T17:00:38,32.2,42.5,1021.2,Sunny,0,19,220,10,0,18,5,18
2019-04-15T18:00:38,31.9,45.3,1021.9,Clear,0,19,210,10,0,17,0,17
2019-04-15T19:00:38,31.7,44.7,1022.6,Clear,0,17,200,10,0,16,0,16
2019-04-15T20:00:38,30.8,44.3,1023.2,Clear,0,15,190,10,0,14,0,15
2019-04-15T21:00:39,29.9,43.7,1023.8,Clear,0,9,150,10,0,14,0,14
2019-04-15T22:00:38,29.2,43.4,1024.2,Clear,0,0,0,10,0,13,0,13
2019-04-15T23:00:38,27.7,43.9,1024.5,Clear,0,4,30,10,0,12,0,12
2019-04-16T00:00:38,26.6,44,1024.4,Clear,0,0,0,10,0,11,0,11
2019-04-16T01:00:37,25.7,44.5,1024.5,Clear,0,2,100,10,0,11,0,11
2019-04-16T02:00:38,24.9,43.1,1024.5,Clear,0,4,60,10,0,9,0,9
2019-04-16T03:00:39,24.2,44.1,1024.4,Clear,0,4,50,10,0,9,0,9
2019-04-16T04:00:38,23.3,43.5,1024.4,Clear,0,6,130,10,0,9,0,10
2019-04-16T05:00:39,22.9,43.2,1024.7,Clear,0,6,130,10,0,8,0,9
2019-04-16T06:00:38,22.6,43.9,1025.3,Clear,0,6,120,10,0,9,0,10
2019-04-16T07:00:42,22.3,44.3,1026,Sunny,0,6,120,10,0,8,3,9
2019-04-16T08:00:38,22.5,43.2,1026.7,Sunny,0,6,140,10,0,9,4,10
2019-04-16T09:00:38,23.2,43.7,1027.3,Sunny,0,7,170,10,0,12,4,12
2019-04-16T10:00:37,25.2,44.8,1027.6,Sunny,0,4,170,10,0,13,4,13
2019-04-16T11:00:38,26.9,47.1,1027.6,'Partly cloudy',0,7,190,10,50,15,5,15
2019-04-16T12:00:37,28.9,46.3,1027.2,Sunny,0,6,210,10,0,17,5,17
2019-04-16T13:00:39,30.5,45.3,1026.5,Sunny,0,6,210,10,0,17,5,17
2019-04-16T14:00:37,32.1,43.8,1025.9,Sunny,0,9,230,10,0,19,5,19
2019-04-16T15:00:38,33.1,43.9,1025.8,Sunny,0,9,240,10,0,19,5,19
2019-04-16T16:00:37,33.2,41.9,1025.8,Sunny,0,7,250,10,0,20,6,20
2019-04-16T17:00:38,32.9,42.8,1025.9,Sunny,0,9,230,10,0,19,5,19
2019-04-16T18:00:38,31.9,43.4,1026.8,Clear,0,15,210,10,0,17,0,17
2019-04-16T19:00:37,31,42.3,1027.8,Clear,0,15,200,10,0,16,0,16
2019-04-16T20:00:38,31.2,44.5,1028.4,Clear,0,13,200,10,0,14,0,15
2019-04-16T21:00:38,30.8,44.2,1029.1,Clear,0,7,180,10,0,14,0,14
2019-04-16T22:00:39,30.4,43.8,1029.6,Clear,0,9,150,10,0,14,0,14
2019-04-16T23:00:38,29.1,43.6,1029.7,Clear,0,0,0,10,0,13,0,13
2019-04-17T00:00:38,27.9,45.3,1029.7,Clear,0,0,0,10,0,12,0,12
2019-04-17T01:00:38,26.7,42.8,1029.8,Clear,0,2,40,10,0,11,0,11
2019-04-17T02:00:38,26,44.2,1029.9,Clear,0,4,130,10,0,11,0,11
2019-04-17T03:00:38,25.3,44,1029.9,Clear,0,4,120,10,0,10,0,10
2019-04-17T04:00:38,24.9,45,1030.2,'Partly cloudy',0,6,150,10,25,9,0,10
2019-04-17T05:00:39,24.7,43.5,1030.5,Clear,0,2,150,10,0,10,0,10
2019-04-17T06:00:38,24.3,42.9,1031,Clear,0,6,180,10,0,11,0,11
2019-04-17T07:00:37,24.3,45.1,1031.7,Sunny,0,6,170,10,0,9,4,10
2019-04-17T08:00:38,24.2,43.9,1032.5,Sunny,0,2,160,10,0,10,4,10
2019-04-17T09:00:38,25,45.8,1033,Sunny,0,4,190,10,0,13,4,13
2019-04-17T10:00:37,26.4,44.1,1032.9,Sunny,0,6,190,10,0,14,4,14
2019-04-17T11:00:37,27.9,45.1,1033,Sunny,0,6,190,10,0,16,5,16
2019-04-17T12:00:37,29.5,44.5,1032.8,Sunny,0,6,220,10,0,17,5,17
2019-04-17T13:00:38,30.9,43.5,1032.2,Sunny,0,6,220,10,0,17,5,17
2019-04-17T14:00:38,32.2,42.5,1031.6,Sunny,0,11,230,10,0,19,5,19
2019-04-17T15:00:38,33.1,43,1031.4,Sunny,0,15,220,10,0,19,5,19
2019-04-17T16:00:38,32.9,40.9,1031.3,Sunny,0,13,220,10,0,19,5,19
2019-04-17T17:00:38,32.6,42,1031.6,Sunny,0,13,150,10,0,19,5,19
2019-04-17T18:00:37,31.6,41.3,1032.1,'Partly cloudy',0,9,30,10,75,18,0,18
2019-04-17T19:00:37,32,44.4,1032.7,'Partly cloudy',0,9,40,10,75,17,0,17
2019-04-17T20:00:37,31.5,41.8,1033.2,'Partly cloudy',0,2,150,10,75,17,0,17
2019-04-17T21:00:38,31.1,41.9,1033.6,'Partly cloudy',0,9,170,10,75,16,0,16
2019-04-17T22:00:37,30.9,41,1034.1,'Partly cloudy',0,6,50,10,75,15,0,15
2019-04-17T23:00:49,29.8,42.5,1034.1,'Partly cloudy',0,4,100,10,75,15,0,14
2019-04-18T00:00:38,28.5,43.4,1033.9,Clear,0,9,120,10,0,12,0,13
2019-04-18T01:00:39,27.5,43.6,1033.9,Clear,0,7,130,10,0,12,0,12
2019-04-18T02:00:40,27,44.4,1033.8,Clear,0,2,240,10,0,11,0,11
2019-04-18T03:00:40,26.2,45.3,1033.4,Clear,0,7,150,10,0,9,0,10
2019-04-18T04:00:40,25.7,43.3,1033.6,Clear,0,6,150,10,0,9,0,10
2019-04-18T05:00:40,25.3,43.8,1033.7,Clear,0,6,170,10,0,9,0,10
2019-04-18T06:00:40,24.9,43.6,1033.6,Clear,0,6,190,10,0,9,0,10
2019-04-18T07:00:40,24.5,44.9,1034,'Partly cloudy',0,9,170,10,25,9,4,10
2019-04-18T08:00:40,25,44.2,1034.6,Sunny,0,9,170,10,0,9,4,10
2019-04-18T09:00:40,25.6,43.8,1034.8,Sunny,0,7,170,10,0,12,4,12
2019-04-18T10:00:40,27.2,43.7,1034.9,Sunny,0,6,170,10,0,14,4,14
2019-04-18T12:00:38,29.9,44,1034.8,Sunny,0,13,150,10,0,18,5,18
2019-04-18T13:00:38,31.5,43,1034,Sunny,0,13,150,10,0,18,5,18
2019-04-18T14:00:38,32.6,44,1033.4,Sunny,0,9,130,10,0,19,5,19
2019-04-18T15:00:38,32.8,42.3,1033.2,Sunny,0,7,210,10,0,19,5,19
2019-04-18T16:00:38,33.1,40.1,1032.8,Sunny,0,7,210,10,0,19,5,19
2019-04-18T17:00:38,32.6,42,1033,Sunny,0,7,230,10,0,19,5,19
2019-04-18T18:00:38,31.5,42.2,1033.3,Clear,0,7,230,10,0,17,0,17
2019-04-18T19:00:37,30.9,43.1,1033.7,Clear,0,6,220,10,0,16,0,16
2019-04-18T20:00:37,31.4,39.9,1034.1,'Partly cloudy',0,7,30,10,50,16,0,16
2019-04-18T21:00:38,31,42.1,1034.6,'Partly cloudy',0,7,60,10,75,15,0,15
2019-04-18T22:00:38,30,41.2,1035,'Partly cloudy',0,9,40,10,25,14,0,14
2019-04-18T23:00:39,29.5,42.2,1035.2,Clear,0,6,110,10,0,14,0,14
2019-04-19T00:00:39,28,42.4,1035,Clear,0,7,120,10,0,13,0,13
2019-04-19T01:00:38,27,43,1035.2,Clear,0,6,110,10,0,14,0,14
2019-04-19T02:00:39,26.3,42.7,1035.2,Clear,0,4,100,10,0,12,0,12
2019-04-19T03:00:38,25.6,42.9,1034.9,Clear,0,6,120,10,0,11,0,11
2019-04-19T04:00:38,24.9,44.8,1034.4,Clear,0,4,140,10,0,10,0,10
2019-04-19T05:00:38,24.4,42.9,1034.4,Clear,0,9,120,10,0,9,0,10
2019-04-19T06:00:38,23.9,42.8,1034.3,Clear,0,6,110,10,0,8,0,9
2019-04-19T07:00:38,23.2,42.8,1034.4,Sunny,0,4,100,10,0,9,3,9
2019-04-19T08:00:38,23.1,43.2,1034.8,Sunny,0,6,130,10,0,9,4,10
2019-04-19T09:00:38,24.7,43.4,1034.9,Sunny,0,4,180,10,0,12,4,12
2019-04-19T10:00:38,26.3,44.6,1034.9,Sunny,0,4,140,10,0,15,4,14
2019-04-19T11:00:38,28.1,47.5,1034.6,Sunny,0,6,200,10,0,15,5,15
2019-04-19T12:00:37,30,44.9,1034.3,Sunny,0,7,200,10,0,17,5,17
2019-04-19T13:00:38,31.5,42.6,1033.5,Sunny,0,7,200,10,0,17,5,17
2019-04-19T14:00:37,32.5,42.1,1032.8,Sunny,0,6,200,10,0,20,6,20
2019-04-19T15:00:38,32.8,36.9,1032.4,Sunny,0,9,220,10,0,20,6,20
2019-04-19T16:00:38,32.1,39.3,1032.1,Sunny,0,6,200,10,0,20,6,20
2019-04-19T17:00:38,32.1,40.9,1032,Sunny,0,7,240,10,0,20,6,20
2019-04-19T18:00:38,31.3,40.5,1032.1,Clear,0,9,230,10,0,17,0,17
2019-04-19T19:00:38,32,41.9,1032.4,Clear,0,11,210,10,0,16,0,16
2019-04-19T20:00:38,31.8,42.1,1032.5,Clear,0,0,0,10,0,15,0,15
2019-04-19T21:00:37,31.1,41.8,1032.5,Clear,0,0,0,10,0,15,0,15
2019-04-19T22:00:38,30.2,41.2,1032.5,Clear,0,2,350,10,0,14,0,14
2019-04-19T23:00:38,28.6,42.2,1032,Clear,0,0,0,10,0,13,0,13
2019-04-20T00:00:37,27.3,42.5,1031.9,Clear,0,6,140,10,0,13,0,13
2019-04-20T01:00:39,26.5,42.7,1031.9,Clear,0,2,140,10,0,12,0,12
2019-04-20T02:00:39,25.7,42.3,1031.6,Clear,0,2,160,10,0,11,0,11
2019-04-20T03:00:39,24.9,42.5,1031.2,Clear,0,2,160,10,0,11,0,11
2019-04-20T04:00:39,24.4,42.7,1030.9,Clear,0,4,340,10,0,10,0,10
2019-04-20T05:00:38,23.6,43.3,1030.7,Clear,0,0,0,10,0,10,0,10
2019-04-20T06:00:38,23.1,42.6,1030.3,'Patches Of Fog',0,2,120,4,0,9,0,9
